"Data";"Descrição";"Preço de custo";"Quantidade";"Preço unitário";"Total dos Produtos";"Valor total"
"13/01/2023";"Castanha de caju crua 500g";"0,00";"1,00";"39,90";"50,80";"39,90"
"13/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"2,00";"69,98";"961,89";"69,98"
"13/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"1,00";"7,00";"68,88";"7,00"
"13/01/2023";"Creme dental Menta e Melaleuca - Boni Natural";"0,00";"2,00";"33,80";"185,46";"33,80"
"13/01/2023";"Esfiha mista 2 un - Lar Vegan";"0,00";"2,00";"17,90";"100,65";"35,80"
"13/01/2023";"Esponja vegetal para louça - Biowash";"0,00";"1,00";"8,90";"8,90";"8,90"
"13/01/2023";"Farofa artesanal Raizes (sem pimenta)";"0,00";"3,00";"35,70";"172,65";"23,80"
"13/01/2023";"Fudge vegano - Castanha do Para (Seren dips)";"0,00";"3,00";"5,00";"483,24";"15,00"
"13/01/2023";"Fudge vegano - Cranberries (Seren dips)";"0,00";"2,00";"5,00";"114,68";"10,00"
"13/01/2023";"Futuro Atum";"0,00";"1,00";"19,90";"478,65";"19,90"
"13/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"114,68";"14,90"
"13/01/2023";"Iogurte grego tradicional - Vidaveg";"0,00";"1,00";"6,90";"96,28";"6,90"
"13/01/2023";"Leite condensado 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"47,14";"14,90"
"13/01/2023";"Leite Naveia Original";"0,00";"1,00";"15,90";"114,68";"15,90"
"13/01/2023";"Linguica do Futuro";"0,00";"1,00";"24,90";"66,89";"24,90"
"13/01/2023";"Marmita Raiz";"0,00";"3,00";"14,99";"478,65";"44,97"
"13/01/2023";"Mondo 473ml Candy bar";"0,00";"1,00";"31,90";"96,28";"31,90"
"13/01/2023";"Mondo Picole - Black Pink";"0,00";"1,00";"12,90";"37,89";"12,90"
"13/01/2023";"Mondo Picole - Blond Biscoito Belga";"0,00";"1,00";"12,90";"72,88";"12,90"
"13/01/2023";"Mondo Picole - Original";"0,00";"1,00";"10,90";"60,88";"10,90"
"13/01/2023";"Not Mayo original";"0,00";"2,00";"27,80";"178,81";"27,80"
"13/01/2023";"Not Meat Almondega";"0,00";"1,00";"22,90";"478,65";"22,90"
"13/01/2023";"Only 4 - 5g (chocolate)";"0,00";"2,00";"4,00";"132,06";"4,00"
"13/01/2023";"Only 4 - 5g (menta)";"0,00";"1,00";"2,00";"70,08";"2,00"
"13/01/2023";"Palha italiana vegana (Seren dips)";"0,00";"2,00";"15,00";"574,93";"15,00"
"13/01/2023";"Pao de melado - ganache meio amargo (Seren dips)";"0,00";"1,00";"7,50";"67,48";"7,50"
"13/01/2023";"Pasoka - chocolate 70%";"0,00";"1,00";"4,90";"70,08";"4,90"
"13/01/2023";"Pasoka - para e cafe";"0,00";"1,00";"4,90";"29,89";"4,90"
"13/01/2023";"Picadinho ao molho caseiro Sora";"0,00";"3,00";"16,90";"100,65";"50,70"
"13/01/2023";"Pizza brotinho (Oliva) - Lar vegan";"0,00";"1,00";"11,90";"100,65";"11,90"
"13/01/2023";"Porcao a parte";"0,00";"2,00";"8,00";"478,65";"16,00"
"13/01/2023";"Queijo parmesao ralado Sora";"0,00";"2,00";"13,80";"173,46";"13,80"
"13/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"1,00";"12,99";"70,08";"12,99"
"13/01/2023";"Refeicao Delivery (Seg a Sex) *";"0,00";"26,00";"49,98";"961,89";"649,74"
"13/01/2023";"Requeisoy sabor cheddar";"0,00";"1,00";"13,20";"70,08";"13,20"
"13/01/2023";"Salada Extra (Delivery)";"0,00";"7,00";"3,00";"478,65";"21,00"
"13/01/2023";"Salsicha de soja - Goshen";"0,00";"1,00";"21,90";"143,57";"21,90"
"13/01/2023";"Sobremesa aniversario - Salao";"0,00";"1,00";"0,00";"75,88";"0,00"
"13/01/2023";"Suco-refresco do dia";"0,00";"40,00";"120,00";"1.624,24";"200,00"
"13/01/2023";"Tofu Miraia (ate 250g)";"0,00";"1,00";"23,90";"483,24";"23,90"
"13/01/2023";"Tofu Okinawa Caseiro";"0,00";"1,00";"10,90";"50,80";"10,90"
"13/01/2023";"Torta de maracuja (pedaco) - Salao";"0,00";"1,00";"12,00";"66,89";"12,00"
"13/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"1,00";"10,00";"69,98";"10,00"
"13/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"7,00";"40,00";"1.066,86";"70,00"
"13/01/2023";"Tubes Free Creme de Avela e Cacau";"0,00";"2,00";"15,80";"176,46";"15,80"
"13/01/2023";"Wewi Cola";"0,00";"1,00";"6,50";"483,24";"6,50"
"13/01/2023";"Zona Azul 1 hora";"0,00";"8,00";"13,50";"308,14";"18,00"
"14/01/2023";"(1un) Muffin de banana COM SORVETE - Raizes";"0,00";"1,00";"14,00";"93,98";"14,00"
"14/01/2023";"(Viagem) Sabores do nordeste *";"0,00";"4,00";"85,97";"343,95";"113,96"
"14/01/2023";"Agua Mineral Com Gas 500ml";"0,00";"2,00";"9,80";"69,78";"8,28"
"14/01/2023";"Ao leite de coco ( Super Vegan )";"0,00";"1,00";"14,00";"57,19";"14,00"
"14/01/2023";"Basi Co - Queijo minas frescal";"0,00";"1,00";"25,90";"134,58";"25,90"
"14/01/2023";"Bauru proteico 2 un - Lar Vegan";"0,00";"1,00";"17,90";"52,70";"17,90"
"14/01/2023";"Biscoito de polvilho Da Roca (Graos e Ervas Finas)";"0,00";"2,00";"15,80";"236,46";"15,80"
"14/01/2023";"Biscoito Krocao Ossinho Mini";"0,00";"2,00";"23,40";"132,27";"23,40"
"14/01/2023";"Biscoito Krocao Ossinho Tradicional";"0,00";"1,00";"11,70";"217,65";"11,70"
"14/01/2023";"Biscoito Krocao Palito";"0,00";"1,00";"11,70";"60,59";"11,70"
"14/01/2023";"Bites free minis - Brigadeiro funcional (NaturalLife)";"0,00";"1,00";"10,90";"162,81";"10,90"
"14/01/2023";"Bombom Smore Baunilha - Smarsh";"0,00";"1,00";"4,90";"49,80";"4,90"
"14/01/2023";"Brownie (viagem - pronto)";"0,00";"3,00";"8,00";"101,88";"24,00"
"14/01/2023";"Brownie com 01 bola de sorvete";"0,00";"4,00";"60,00";"332,82";"60,00"
"14/01/2023";"Buffet Sabores do Nordeste *";"0,00";"130,00";"1.949,35";"5.924,44";"3.859,97"
"14/01/2023";"Chocolate 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"229,45";"14,90"
"14/01/2023";"Combo Almoço+sobremesa+bebida (Sabado)";"0,00";"1,00";"36,99";"159,58";"36,99"
"14/01/2023";"Cookies and Cream (Super Vegan) (barra)";"0,00";"2,00";"28,00";"301,63";"28,00"
"14/01/2023";"Creme de soja Batavo";"0,00";"1,00";"6,50";"77,49";"6,50"
"14/01/2023";"Farofa artesanal Raizes (sem pimenta)";"0,00";"4,00";"47,60";"360,36";"47,60"
"14/01/2023";"Fudge vegano - Castanha do Para (Seren dips)";"0,00";"5,00";"10,00";"261,15";"25,00"
"14/01/2023";"Fudge vegano - Cranberries (Seren dips)";"0,00";"1,00";"5,00";"69,98";"5,00"
"14/01/2023";"Futuro Atum";"0,00";"1,00";"19,90";"236,55";"19,90"
"14/01/2023";"Futuro Burger defumado";"0,00";"1,00";"22,90";"162,81";"22,90"
"14/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"7,00";"89,40";"660,48";"104,30"
"14/01/2023";"Grand Gateau (incluir o mondo) - Salao";"0,00";"3,00";"30,00";"353,12";"30,00"
"14/01/2023";"Homus Vidaveg";"0,00";"1,00";"8,90";"134,58";"8,90"
"14/01/2023";"Iogurte grego tradicional - Vidaveg";"0,00";"3,00";"13,80";"276,77";"20,04"
"14/01/2023";"Lasanha bolonhesa - Goshen";"0,00";"1,00";"23,90";"151,39";"23,90"
"14/01/2023";"Leite condensado 250 gr - Vovo Floria";"0,00";"2,00";"14,90";"229,45";"29,80"
"14/01/2023";"Leite Naveia Barista";"0,00";"1,00";"16,90";"52,70";"16,90"
"14/01/2023";"Leite Naveia Original";"0,00";"4,00";"47,70";"260,07";"63,60"
"14/01/2023";"Leite Not Milk Cafe Caramelo";"0,00";"1,00";"15,90";"55,89";"15,90"
"14/01/2023";"Leite Not Milk Original";"14,46";"2,00";"31,80";"317,14";"31,80"
"14/01/2023";"Linguica de soja Goshen";"0,00";"2,00";"18,90";"150,48";"37,80"
"14/01/2023";"Linguica do Futuro";"0,00";"2,00";"49,80";"301,87";"49,80"
"14/01/2023";"Mondo 473ml Candy bar";"0,00";"1,00";"31,90";"159,58";"31,90"
"14/01/2023";"Mondo 473ml Pink";"0,00";"1,00";"34,90";"84,79";"34,90"
"14/01/2023";"Mondo Picole - Black Pink";"0,00";"8,00";"90,30";"909,85";"97,48"
"14/01/2023";"Mondo Picole - Blond Biscoito Belga";"0,00";"6,00";"64,50";"791,30";"77,40"
"14/01/2023";"Mondo Picole - Choco Nuts";"0,00";"6,00";"71,40";"639,07";"66,13"
"14/01/2023";"Mondo Picole - Original";"0,00";"6,00";"43,60";"531,21";"65,40"
"14/01/2023";"Morango (Super Vegan)";"0,00";"1,00";"14,00";"57,39";"12,67"
"14/01/2023";"Mortadela de soja Goshen";"0,00";"1,00";"15,90";"159,58";"15,90"
"14/01/2023";"Mumu 1,5L Banoffee";"0,00";"1,00";"36,90";"81,89";"36,90"
"14/01/2023";"Mumu 1,5L Paçoca";"0,00";"1,00";"36,90";"219,38";"36,90"
"14/01/2023";"Not Mayo original";"0,00";"2,00";"27,80";"340,23";"27,80"
"14/01/2023";"Not Meat Almondega";"0,00";"2,00";"45,80";"301,87";"45,80"
"14/01/2023";"Not Meat Moida";"0,00";"1,00";"22,90";"236,55";"22,90"
"14/01/2023";"Nougat Preto (Super Vegan)";"0,00";"2,00";"28,00";"267,45";"28,00"
"14/01/2023";"Oleo essencial Lavanda 5ml- Phytoterapica";"0,00";"1,00";"34,90";"219,38";"34,90"
"14/01/2023";"Only 4 - 5g (chocolate)";"0,00";"2,00";"2,00";"108,97";"4,00"
"14/01/2023";"Ovinho de amendoim tradicional";"2,95";"1,00";"5,90";"120,27";"5,90"
"14/01/2023";"Palha italiana vegana (Seren dips)";"0,00";"4,00";"7,50";"128,68";"30,00"
"14/01/2023";"Pao de melado - creme de amendoas (Seren dips)";"0,00";"1,00";"7,50";"81,89";"7,50"
"14/01/2023";"Pao de melado - ganache meio amargo (Seren dips)";"0,00";"4,00";"15,00";"214,36";"30,00"
"14/01/2023";"Pao de melado - prestigio  (Seren dips)";"0,00";"1,00";"7,50";"128,68";"7,50"
"14/01/2023";"Pasoka - avela e cacau";"0,00";"2,00";"9,80";"279,16";"9,80"
"14/01/2023";"Pasoka - especiarias";"0,00";"1,00";"4,90";"128,68";"4,90"
"14/01/2023";"Pasoka - original";"0,00";"1,00";"4,90";"128,68";"4,90"
"14/01/2023";"PetVegan Bifinhos Frutas Mamao Laranja e Coco";"0,00";"1,00";"7,20";"134,58";"7,20"
"14/01/2023";"PetVegan Bifinhos Vegetais - Beterraba, Cenoura e Espinafre";"0,00";"1,00";"7,20";"60,59";"7,20"
"14/01/2023";"Picadinho ao molho caseiro Sora";"0,00";"2,00";"33,80";"93,78";"33,80"
"14/01/2023";"Presunto de soja Goshen";"0,00";"1,00";"15,90";"159,58";"15,90"
"14/01/2023";"Queijo mucarela fatiado - Vidaveg";"0,00";"1,00";"17,90";"49,80";"17,90"
"14/01/2023";"Queijo parmesao ralado Sora";"0,00";"6,00";"20,70";"403,53";"41,40"
"14/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"5,00";"51,96";"555,46";"64,95"
"14/01/2023";"Refeicao Delivery (Sab Dom e Feriados) *";"0,00";"3,00";"59,98";"300,36";"89,97"
"14/01/2023";"Requeijao Vidaveg tradicional";"0,00";"1,00";"14,90";"134,58";"14,90"
"14/01/2023";"Requeisoy sabor cheddar";"0,00";"1,00";"13,20";"77,49";"13,20"
"14/01/2023";"Requeisoy sabor provolone";"0,00";"1,00";"13,20";"57,19";"13,20"
"14/01/2023";"Salada Extra (Delivery)";"0,00";"1,00";"3,00";"159,58";"3,00"
"14/01/2023";"Salgadinho Zooreta sabor Pizza";"0,00";"1,00";"6,90";"39,50";"6,90"
"14/01/2023";"Salsicha de soja - Goshen";"0,00";"1,00";"21,90";"236,55";"21,90"
"14/01/2023";"Sorvete Mondo 2 litros - Creme";"0,00";"1,00";"56,90";"219,38";"56,90"
"14/01/2023";"Sorvete Mondo 2 litros - Flocos";"0,00";"1,00";"56,90";"140,78";"56,90"
"14/01/2023";"Suco-refresco do dia";"0,00";"63,00";"145,00";"3.275,28";"315,00"
"14/01/2023";"The New Chicken Kids";"0,00";"1,00";"16,90";"219,38";"16,90"
"14/01/2023";"The New Fish - Bolinho de Bacalhau";"0,00";"1,00";"24,90";"151,39";"24,90"
"14/01/2023";"Tofu Miraia (ate 250g)";"0,00";"1,00";"23,90";"140,78";"23,90"
"14/01/2023";"Torta de vegarela 2 un - Lar Vegan";"0,00";"2,00";"35,80";"242,07";"35,80"
"14/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"5,00";"50,00";"424,61";"50,00"
"14/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"1,00";"10,00";"159,58";"10,00"
"14/01/2023";"Wewi Cola";"0,00";"7,00";"32,50";"550,99";"45,50"
"14/01/2023";"Wewi Guarana";"0,00";"5,00";"26,00";"281,73";"31,88"
"14/01/2023";"Wewi Guarana Zero";"0,00";"2,00";"6,50";"87,98";"13,00"
"14/01/2023";"Wewi Laranja";"0,00";"1,00";"6,50";"84,88";"6,50"
"14/01/2023";"Zona Azul 1 hora";"0,00";"6,00";"11,25";"485,67";"13,50"
"15/01/2023";"(1un) Muffin de banana - Raizes";"0,00";"1,00";"7,00";"137,27";"7,00"
"15/01/2023";"(Viagem salao) Refeicao (Sab, Dom e Feriados) *";"0,00";"6,00";"113,96";"360,04";"171,94"
"15/01/2023";"Agua Mineral Com Gas 500ml";"0,00";"2,00";"9,80";"79,78";"9,80"
"15/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"3,00";"3,80";"116,37";"11,40"
"15/01/2023";"Bauru proteico 2 un - Lar Vegan";"0,00";"1,00";"17,90";"200,18";"17,90"
"15/01/2023";"Biofertilizante 1L (Plante sua comida)";"0,00";"1,00";"29,00";"168,39";"29,00"
"15/01/2023";"Biscoito de polvilho Da Roca (Graos e Ervas Finas)";"0,00";"1,00";"7,90";"168,39";"7,90"
"15/01/2023";"Biscoito de polvilho Da Roca (Quinoa Real)";"0,00";"2,00";"7,90";"150,98";"15,80"
"15/01/2023";"Bola de sorvete (1un)";"0,00";"1,00";"7,00";"150,98";"7,00"
"15/01/2023";"Bombom Sakura - ganache meio amargo (Seren dips)";"0,00";"1,00";"7,50";"158,87";"7,50"
"15/01/2023";"Brownie com 01 bola de sorvete";"0,00";"2,00";"30,00";"302,36";"30,00"
"15/01/2023";"Bucha vegetal Biowash";"0,00";"1,00";"5,90";"90,68";"5,90"
"15/01/2023";"Buffet a vontade (Sáb, Dom e Feriados) *";"0,00";"86,00";"1.319,56";"3.611,73";"2.567,47"
"15/01/2023";"Castanha de caju torrada e salgada 250g";"0,00";"1,00";"20,90";"80,69";"20,90"
"15/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"1,00";"7,00";"137,27";"7,00"
"15/01/2023";"Cookies and Cream (Super Vegan) (barra)";"0,00";"2,00";"28,00";"309,85";"28,00"
"15/01/2023";"Creme de soja Batavo";"0,00";"1,00";"6,50";"28,40";"6,50"
"15/01/2023";"Dadinho";"0,00";"5,00";"1,00";"146,95";"2,50"
"15/01/2023";"Flocos 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"184,49";"14,90"
"15/01/2023";"Frango do Futuro";"0,00";"1,00";"21,90";"28,40";"21,90"
"15/01/2023";"Fudge vegano - Castanha do Para (Seren dips)";"0,00";"2,00";"5,00";"99,68";"10,00"
"15/01/2023";"Fudge vegano - Cranberries (Seren dips)";"0,00";"1,00";"5,00";"99,68";"5,00"
"15/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"3,00";"44,70";"503,86";"44,70"
"15/01/2023";"GoodSoy - Snack de churrasco";"0,00";"1,00";"3,90";"168,39";"3,90"
"15/01/2023";"Grand Gateau (incluir o mondo) - Salao";"0,00";"1,00";"10,00";"98,88";"10,00"
"15/01/2023";"Lasanha bolonhesa - Goshen";"0,00";"1,00";"23,90";"200,18";"23,90"
"15/01/2023";"Leite Naveia Original";"0,00";"1,00";"15,90";"233,40";"15,90"
"15/01/2023";"Leite Not Milk Original";"7,23";"1,00";"15,90";"90,68";"15,90"
"15/01/2023";"Linguica de soja Goshen";"0,00";"1,00";"18,90";"233,40";"18,90"
"15/01/2023";"Manteiga de castanha de caju - Vidaveg";"0,00";"1,00";"16,90";"168,39";"16,90"
"15/01/2023";"Mondo 473ml Candy bar";"0,00";"1,00";"31,90";"103,88";"31,90"
"15/01/2023";"Mondo Picole - Black Pink";"0,00";"6,00";"64,50";"637,88";"74,89"
"15/01/2023";"Mondo Picole - Blond Biscoito Belga";"0,00";"3,00";"38,70";"310,83";"38,70"
"15/01/2023";"Mondo Picole - Choco Nuts";"0,00";"3,00";"35,70";"330,55";"35,70"
"15/01/2023";"Mortadela de soja Goshen";"0,00";"1,00";"15,90";"93,78";"15,90"
"15/01/2023";"Mumu 1,5 L Chocolate";"0,00";"1,00";"33,90";"184,49";"33,90"
"15/01/2023";"Mumu 1,5L Banoffee";"0,00";"1,00";"36,90";"233,40";"36,90"
"15/01/2023";"Mumu 1,5L Baunilha";"0,00";"1,00";"33,90";"184,49";"33,90"
"15/01/2023";"Mumu 1,5L Iogurte com frutas vermelhas";"0,00";"1,00";"36,90";"184,49";"36,90"
"15/01/2023";"Not Meat Almondega";"0,00";"1,00";"22,90";"233,40";"22,90"
"15/01/2023";"Nougat branco (Super Vegan)";"0,00";"2,00";"28,00";"231,86";"28,00"
"15/01/2023";"Oleo essencial Eucalipto Glóbulos 5ml- Phytoterapica";"0,00";"1,00";"27,90";"158,87";"27,90"
"15/01/2023";"Only 4 - 5g (chocolate)";"0,00";"1,00";"2,00";"80,88";"2,00"
"15/01/2023";"Ovinho de amendoim tradicional";"8,85";"3,00";"11,80";"268,07";"17,70"
"15/01/2023";"Palha italiana vegana (Seren dips)";"0,00";"2,00";"15,00";"305,66";"15,00"
"15/01/2023";"Pasoka - original";"0,00";"1,00";"4,90";"80,88";"4,90"
"15/01/2023";"Peito de peru de soja Goshen";"0,00";"1,00";"15,90";"200,18";"15,90"
"15/01/2023";"Porcao a parte";"0,00";"5,00";"24,00";"849,08";"40,00"
"15/01/2023";"Queijo mucarela fatiado - Vidaveg";"0,00";"1,00";"17,90";"200,18";"17,90"
"15/01/2023";"Queijo parmesao ralado - Vidaveg";"0,00";"3,00";"26,70";"410,05";"26,70"
"15/01/2023";"Refeicao crianca 5 a 10 anos (qualquer dia) *";"0,00";"1,00";"12,99";"84,97";"12,99"
"15/01/2023";"Refeicao Delivery (Sab Dom e Feriados) *";"0,00";"17,00";"29,99";"637,23";"509,83"
"15/01/2023";"Salada Extra (Delivery)";"0,00";"7,00";"3,00";"637,23";"21,00"
"15/01/2023";"Salgadinho Zooreta sabor Pizza";"0,00";"1,00";"6,90";"79,78";"6,90"
"15/01/2023";"Salsicha Hot Dog Goshen";"0,00";"2,00";"43,80";"433,58";"43,80"
"15/01/2023";"Sorvete Mondo 2 litros - Flocos";"0,00";"1,00";"56,90";"637,23";"56,90"
"15/01/2023";"Suco de laranja (Campo Largo) 200ml";"0,00";"1,00";"4,50";"150,98";"4,50"
"15/01/2023";"Suco de maca (Campo Largo) 200ml";"0,00";"2,00";"4,50";"637,23";"9,00"
"15/01/2023";"Suco de uva (Campo Largo) 200ml";"0,00";"1,00";"4,50";"637,23";"4,50"
"15/01/2023";"Suco-refresco do dia";"0,00";"41,00";"130,00";"2.676,64";"205,00"
"15/01/2023";"The New Chicken Kids";"0,00";"2,00";"33,80";"433,58";"33,80"
"15/01/2023";"Tofu Okinawa Caseiro";"0,00";"1,00";"10,90";"70,88";"10,90"
"15/01/2023";"Torta de maracujá (inteira)";"0,00";"1,00";"100,00";"233,40";"100,00"
"15/01/2023";"Torta de maracuja (pedaco) - Salao";"0,00";"2,00";"24,00";"267,27";"24,00"
"15/01/2023";"Torta de vegarela 2 un - Lar Vegan";"0,00";"1,00";"17,90";"80,69";"17,90"
"15/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"1,00";"10,00";"82,88";"8,06"
"15/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"3,00";"20,00";"727,21";"30,00"
"15/01/2023";"Wewi Cola";"0,00";"1,00";"6,50";"84,97";"6,50"
"15/01/2023";"Wewi Cola Zero";"0,00";"1,00";"8,50";"168,39";"8,50"
"15/01/2023";"Wewi Guarana";"0,00";"1,00";"6,50";"158,87";"6,50"
"15/01/2023";"Wewi Guarana Zero";"0,00";"1,00";"6,50";"168,39";"6,50"
"15/01/2023";"Wewi Laranja";"0,00";"3,00";"13,00";"327,26";"19,50"
"16/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"1,00";"22,99";"212,64";"22,99"
"16/01/2023";"Bananinha sem acucar - Paraibuna";"0,00";"1,00";"3,80";"17,80";"3,80"
"16/01/2023";"Basi Co - Manteiga de macadamia";"0,00";"1,00";"14,90";"587,39";"14,90"
"16/01/2023";"Basi Co - Queijo minas frescal";"0,00";"1,00";"25,90";"113,37";"25,90"
"16/01/2023";"Bombom Sakura - creme de amendoim (Seren dips)";"0,00";"1,00";"5,50";"99,04";"5,50"
"16/01/2023";"Brownie (viagem - pronto)";"0,00";"4,00";"16,00";"800,03";"32,00"
"16/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"73,00";"1.173,91";"2.217,58";"1.803,99"
"16/01/2023";"Castanha de caju crua 500g";"0,00";"1,00";"39,90";"587,39";"39,90"
"16/01/2023";"Castanha de caju torrada e salgada 250g";"0,00";"1,00";"20,90";"73,13";"20,90"
"16/01/2023";"Colar aromatizador (mandala) - Phytoterapica";"0,00";"2,00";"69,90";"139,80";"139,80"
"16/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"2,00";"34,99";"587,39";"69,98"
"16/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"1,00";"7,00";"33,99";"7,00"
"16/01/2023";"Futuro Atum";"0,00";"1,00";"19,90";"587,39";"19,90"
"16/01/2023";"Goiabinha 250 gr - Vovo Floria";"0,00";"1,00";"14,90";"587,39";"14,90"
"16/01/2023";"Leite condensado 250 gr - Vovo Floria";"0,00";"2,00";"14,90";"587,39";"29,80"
"16/01/2023";"Leite Naveia Original";"0,00";"6,00";"15,90";"122,30";"95,40"
"16/01/2023";"Manteiga VegSeed";"0,00";"1,00";"26,90";"122,30";"26,90"
"16/01/2023";"Marmita Raiz";"0,00";"4,00";"14,99";"587,39";"59,96"
"16/01/2023";"Mondo 473ml Black and White";"0,00";"1,00";"33,90";"587,39";"33,90"
"16/01/2023";"Mondo 473ml Candy bar";"0,00";"1,00";"31,90";"99,04";"31,90"
"16/01/2023";"Mondo Picole - Blond Biscoito Belga";"0,00";"2,00";"12,90";"212,64";"25,80"
"16/01/2023";"Mondo Picole - Choco Nuts";"0,00";"2,00";"23,80";"118,67";"23,80"
"16/01/2023";"Mondo Picole - Original";"0,00";"2,00";"21,80";"88,68";"21,80"
"16/01/2023";"Mumu 1,5 L Chocolate";"0,00";"1,00";"33,90";"587,39";"33,90"
"16/01/2023";"Not Mayo original";"0,00";"1,00";"13,90";"587,39";"13,90"
"16/01/2023";"Nougat branco (Super Vegan)";"0,00";"1,00";"14,00";"17,80";"14,00"
"16/01/2023";"Only 4 - 5g (menta)";"0,00";"2,00";"2,00";"40,89";"4,00"
"16/01/2023";"Palha italiana vegana (Seren dips)";"0,00";"1,00";"7,50";"67,48";"7,50"
"16/01/2023";"Pao de melado - ganache meio amargo (Seren dips)";"0,00";"1,00";"7,50";"113,37";"7,50"
"16/01/2023";"Pasoka - Caju e Laranja";"0,00";"1,00";"5,50";"30,49";"5,50"
"16/01/2023";"Presunto de soja Goshen";"0,00";"1,00";"15,90";"587,39";"15,90"
"16/01/2023";"Queijo Napolitano Vegseed";"0,00";"1,00";"49,90";"587,39";"49,90"
"16/01/2023";"Queijo parmesao ralado - Vidaveg";"0,00";"3,00";"17,80";"676,17";"26,70"
"16/01/2023";"Rapadurinha de Minas";"0,00";"1,00";"2,00";"33,99";"2,00"
"16/01/2023";"Refeicao Delivery (Seg a Sex) *";"0,00";"10,00";"49,98";"800,03";"249,90"
"16/01/2023";"Requeijao Vidaveg tradicional";"0,00";"1,00";"14,90";"88,78";"14,90"
"16/01/2023";"Salada Extra (Delivery)";"0,00";"2,00";"3,00";"212,64";"6,00"
"16/01/2023";"Salgadinho Zooreta sabor Pizza";"0,00";"1,00";"6,90";"212,64";"6,90"
"16/01/2023";"Suco-refresco do dia";"0,00";"27,00";"115,00";"1.284,07";"133,10"
"16/01/2023";"Supino vegano - Banana Brasil";"0,00";"2,00";"5,80";"88,02";"5,80"
"16/01/2023";"Tofu Okinawa Caseiro";"0,00";"4,00";"29,70";"722,32";"40,60"
"16/01/2023";"Torta de maracuja (pedaco) - Salao";"0,00";"1,00";"12,00";"61,98";"12,00"
"16/01/2023";"Torta holandesa (pedaco) - Salao";"0,00";"5,00";"50,00";"288,23";"49,00"
"16/01/2023";"Torta holandesa (pedaco) - Viagem";"0,00";"2,00";"20,00";"800,03";"20,00"
"16/01/2023";"Wewi Guarana";"0,00";"3,00";"6,50";"29,50";"17,55"
"16/01/2023";"Zona Azul 1 hora";"0,00";"3,00";"6,75";"155,50";"6,75"
"17/01/2023";"(1un) Muffin de banana - Raizes";"0,00";"2,00";"7,00";"344,18";"14,00"
"17/01/2023";"(Viagem salao) Refeicao Seg a Sexta *";"0,00";"1,00";"24,99";"24,99";"24,99"
"17/01/2023";"Agua Mineral Com Gas 500ml";"0,00";"2,00";"4,90";"156,15";"9,80"
"17/01/2023";"Bananinha com acucar - Paraibuna";"0,00";"2,00";"3,20";"156,15";"6,40"
"17/01/2023";"Basi Co - Manteiga de macadamia";"0,00";"2,00";"14,90";"775,70";"29,80"
"17/01/2023";"Basi Co - Queijo minas frescal";"0,00";"1,00";"25,90";"775,70";"25,90"
"17/01/2023";"Basi Co - Requeijao";"0,00";"1,00";"16,90";"775,70";"16,90"
"17/01/2023";"Biscoito de polvilho Da Roca (Quinoa Real)";"0,00";"1,00";"7,90";"775,70";"7,90"
"17/01/2023";"Brownie (viagem - pronto)";"0,00";"1,00";"8,00";"344,18";"8,00"
"17/01/2023";"Brownie com 01 bola de sorvete";"0,00";"4,00";"15,00";"159,96";"60,00"
"17/01/2023";"Buffet a vontade (Seg a Sexta) *";"0,00";"45,00";"699,72";"1.355,50";"1.088,45"
"17/01/2023";"Combo Almoço+sobremesa+bebida (Seg a Sex)";"0,00";"2,00";"69,98";"1.119,88";"69,98"
"17/01/2023";"Cookie Cumaru com chocolate (1un) Raizes";"0,00";"1,00";"7,00";"68,89";"2,90"
"17/01/2023";"Doce de leite de soja - Soymilke";"0,00";"1,00";"17,90";"775,70";"17,90"
"17/01/2023";"Escova dental bambu e carvao - Boni Natural";"0,00";"1,00";"25,90";"58,60";"25,90"
"17/01/2023";"Esponja vegetal para louça - Biowash";"0,00";"1,00";"8,90";"58,60";"8,90"
